experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,job_role_Analyst,job_role_Designer,job_role_Developer,job_role_Manager,job_role_Marketer,job_role_Writer,deadline_pressure_level_High,deadline_pressure_level_Low,deadline_pressure_level_Medium,productivity_score
16,4.6,1.6,19.8,3.2,1.0,6.8,0.1,10,5.6,8.2,6.42,0,0,0,0,1,0,0,0,1,75.4
2,6.3,20.3,20.7,1.2,13.7,11.4,1.42,1,5.4,4.3,9.29,0,0,0,1,0,0,0,0,1,62.8
1,13.9,34.7,18.2,1.0,1.0,2.0,3.91,10,4.5,4.7,10.0,0,0,1,0,0,0,1,0,0,39.5
13,14.6,40.0,23.1,4.5,7.9,9.7,0.1,8,3.1,4.6,7.44,0,0,1,0,0,0,0,1,0,78.7
10,7.6,27.2,22.9,3.7,15.3,14.7,0.1,5,2.7,3.1,10.0,0,0,0,1,0,0,0,0,1,63.5
17,18.1,42.7,17.4,3.6,11.5,8.3,0.46,3,4.8,1.2,10.0,0,0,0,0,0,1,1,0,0,80.6
6,3.0,10.8,28.5,1.4,6.0,3.6,1.03,8,4.9,6.6,5.95,1,0,0,0,0,0,0,1,0,68.3
19,7.9,9.8,24.9,1.8,1.0,4.0,0.1,5,5.0,6.1,7.98,1,0,0,0,0,0,0,0,1,74.1
18,5.3,12.1,18.6,3.7,3.9,5.9,3.02,3,4.2,9.0,4.17,1,0,0,0,0,0,0,1,0,67.0
2,4.2,8.5,31.6,1.9,4.4,6.7,3.1,1,4.8,5.9,6.46,1,0,0,0,0,0,0,1,0,51.7
7,17.9,55.0,10.5,0.4,5.4,4.3,4.26,3,4.1,6.1,7.98,0,0,1,0,0,0,0,0,1,66.3
1,6.6,13.5,20.6,0.3,1.0,7.8,3.17,9,7.4,5.9,9.74,0,1,0,0,0,0,1,0,0,55.1
2,3.4,14.5,29.1,3.1,3.2,6.6,0.12,5,6.1,5.6,8.34,0,0,1,0,0,0,0,0,1,61.8
15,8.4,27.5,16.5,1.3,12.9,12.0,1.72,5,2.8,6.6,5.97,0,0,0,1,0,0,0,1,0,67.6
1,15.3,34.9,21.5,2.6,1.1,4.3,2.96,4,5.2,5.0,8.77,0,0,0,0,0,1,0,0,1,57.8
8,20.2,47.9,21.7,0.4,7.5,8.6,3.11,10,5.7,3.6,8.16,0,0,1,0,0,0,0,1,0,75.9
16,11.1,28.1,15.2,2.5,5.3,9.2,2.54,10,4.8,6.6,7.6,1,0,0,0,0,0,0,0,1,71.5
15,14.9,35.2,23.7,1.8,6.3,9.1,0.8,10,6.3,3.3,10.0,0,0,1,0,0,0,0,0,1,88.2
13,11.0,6.4,33.8,1.5,1.0,2.9,3.07,3,5.4,4.6,7.45,0,1,0,0,0,0,0,1,0,59.8
3,5.4,16.7,24.7,2.5,2.5,4.7,3.21,2,5.2,4.8,10.0,0,0,0,0,1,0,1,0,0,50.9
15,19.7,47.5,12.2,1.5,11.3,9.3,0.95,9,3.0,5.2,6.99,0,0,1,0,0,0,0,1,0,80.5
17,3.2,12.1,34.6,2.6,2.2,4.1,1.12,1,2.8,3.0,10.0,0,0,0,0,1,0,1,0,0,48.7
19,7.3,23.0,23.2,1.9,1.0,4.9,3.86,4,6.3,6.6,7.59,0,1,0,0,0,0,0,0,1,70.4
12,11.4,28.0,22.2,2.6,1.8,4.8,3.08,3,7.5,5.6,8.32,1,0,0,0,0,0,0,0,1,75.4
2,12.5,34.3,16.0,3.3,9.4,8.5,0.1,2,4.4,6.5,6.02,0,0,0,0,0,1,0,1,0,72.5
7,12.1,30.6,30.4,3.0,7.8,8.2,2.21,8,3.5,1.0,10.0,1,0,0,0,0,0,1,0,0,63.3
15,8.0,16.8,19.5,0.1,1.7,8.1,3.84,3,5.3,8.7,4.4,1,0,0,0,0,0,0,1,0,74.8
11,12.0,23.9,20.2,0.9,5.8,7.5,2.21,4,2.4,3.5,10.0,0,0,0,0,0,1,1,0,0,57.9
19,17.1,38.1,15.8,1.6,6.6,7.8,0.1,9,4.7,4.6,9.07,0,0,1,0,0,0,0,0,1,84.0
19,29.9,71.7,10.0,0.7,2.4,5.4,2.63,6,5.9,5.4,6.84,0,0,1,0,0,0,0,1,0,100.0
5,15.2,22.7,18.3,1.4,2.0,7.1,1.33,6,5.3,5.6,8.33,0,0,1,0,0,0,0,0,1,65.5
14,2.3,12.4,22.8,4.3,7.9,9.9,0.1,10,3.9,4.8,10.0,0,0,1,0,0,0,1,0,0,65.5
18,9.3,31.2,28.8,1.4,2.4,4.3,2.12,4,3.9,5.9,6.48,1,0,0,0,0,0,0,1,0,86.1
7,15.4,35.1,19.0,1.0,4.3,5.1,4.73,10,4.6,3.3,10.0,1,0,0,0,0,0,1,0,0,68.6
3,22.9,59.7,18.4,2.2,4.4,4.9,2.04,9,3.8,3.1,10.0,0,0,0,0,0,1,0,0,1,64.1
17,1.8,11.3,36.3,0.4,5.4,12.2,4.31,7,4.4,2.1,10.0,1,0,0,0,0,0,1,0,0,51.7
1,14.9,48.9,14.8,2.4,3.0,6.1,3.66,1,4.7,4.8,10.0,0,0,0,0,0,1,1,0,0,59.8
18,19.0,50.4,16.3,1.8,9.8,11.8,0.1,10,3.3,1.7,10.0,0,0,1,0,0,0,1,0,0,73.3
7,8.4,21.6,10.0,1.6,8.1,10.1,1.59,9,3.1,7.9,6.64,0,1,0,0,0,0,0,0,1,58.6
9,5.9,12.8,30.4,3.1,1.5,4.3,0.85,3,4.4,6.6,5.97,0,1,0,0,0,0,0,1,0,59.9
16,8.0,24.5,21.9,3.0,1.5,8.3,1.17,1,6.4,8.2,4.78,0,1,0,0,0,0,0,1,0,89.0
13,1.5,0.0,29.0,0.6,14.8,10.6,0.71,6,2.9,3.2,10.0,0,0,0,1,0,0,0,0,1,40.8
7,7.4,21.7,18.5,1.7,4.0,9.5,4.29,6,4.2,5.5,10.0,0,0,0,0,1,0,1,0,0,47.1
8,14.6,27.0,17.8,2.0,3.6,8.9,0.1,6,4.8,7.0,5.66,0,0,1,0,0,0,0,1,0,80.7
11,18.1,41.3,19.0,0.7,5.6,11.3,1.85,4,3.8,2.3,10.0,0,0,1,0,0,0,1,0,0,63.5
11,7.8,24.1,17.0,4.1,1.0,3.3,0.1,2,6.0,6.6,9.25,1,0,0,0,0,0,1,0,0,74.2
4,11.4,34.8,14.4,1.1,5.7,8.5,3.76,9,5.7,5.1,10.0,0,1,0,0,0,0,1,0,0,53.3
13,4.8,11.3,23.6,1.3,17.5,11.8,3.45,7,2.9,4.5,7.5,0,0,0,1,0,0,0,1,0,49.3
17,16.5,34.9,22.6,2.4,5.4,7.4,2.05,4,6.3,4.9,7.22,0,0,0,0,0,1,0,1,0,83.4
8,10.3,34.5,23.5,2.8,4.3,7.0,2.0,8,4.4,6.5,6.04,0,0,0,0,0,1,0,1,0,69.3
7,20.1,56.8,10.0,6.6,7.1,5.6,2.86,3,3.5,5.2,8.63,0,0,1,0,0,0,0,0,1,70.9
5,6.2,14.9,22.1,0.4,4.2,5.6,3.06,3,5.7,6.4,7.75,0,1,0,0,0,0,0,0,1,56.8
7,7.4,16.3,25.2,1.0,3.0,7.0,1.8,5,5.9,4.1,10.0,0,0,0,0,1,0,1,0,0,71.1
9,12.0,35.5,18.4,1.7,8.0,4.4,2.69,4,4.2,4.9,8.85,1,0,0,0,0,0,0,0,1,64.6
14,15.6,44.8,21.3,1.1,7.0,8.1,4.02,4,5.2,3.5,9.88,0,0,0,0,1,0,0,0,1,71.9
7,7.3,19.0,25.3,2.1,3.2,6.3,0.1,7,5.0,4.0,10.0,0,1,0,0,0,0,1,0,0,61.7
13,12.2,32.5,20.1,1.7,1.0,6.1,2.09,8,5.6,4.7,10.0,0,1,0,0,0,0,1,0,0,64.7
6,17.6,46.3,19.6,1.2,1.0,5.1,1.55,1,7.3,6.4,6.09,0,0,1,0,0,0,0,1,0,96.9
1,7.8,17.0,27.2,2.0,20.3,14.3,0.39,5,2.7,2.2,9.22,0,0,0,1,0,0,0,1,0,43.1
17,9.4,27.0,32.6,2.2,1.9,7.9,3.6,9,3.6,5.0,7.13,0,0,1,0,0,0,0,1,0,64.4
9,7.4,11.2,29.3,1.2,5.4,8.8,4.66,9,3.8,4.0,9.53,1,0,0,0,0,0,0,0,1,39.0
12,21.2,57.3,21.4,1.1,4.1,5.8,3.95,4,5.6,4.3,7.65,0,0,1,0,0,0,0,1,0,90.7
10,7.9,20.9,23.6,1.7,9.3,9.2,2.56,1,4.7,4.3,9.3,0,1,0,0,0,0,0,0,1,68.3
18,8.1,11.9,26.1,3.7,2.5,6.3,0.33,9,6.0,6.8,5.8,0,0,0,0,1,0,0,1,0,72.7
14,4.7,6.7,25.7,0.2,19.2,14.1,4.26,3,1.9,2.1,10.0,0,0,0,1,0,0,0,0,1,38.0
2,12.0,36.9,18.6,1.2,7.2,7.6,5.2,4,6.0,5.0,8.77,0,0,1,0,0,0,0,0,1,65.3
15,0.0,0.4,41.6,0.6,16.6,11.6,0.42,9,2.4,1.4,9.79,0,0,0,1,0,0,0,1,0,51.1
19,10.9,27.8,27.4,1.4,1.2,4.9,0.1,6,3.4,4.6,9.07,0,0,0,0,1,0,0,0,1,68.7
9,11.3,25.1,20.0,1.7,5.2,7.8,2.99,5,5.0,6.9,5.74,0,0,0,0,1,0,0,1,0,60.9
12,11.8,33.5,18.3,1.9,18.0,14.6,2.66,8,2.9,1.0,10.0,0,0,0,1,0,0,1,0,0,54.6
12,14.7,38.3,21.3,1.4,6.2,5.3,1.52,7,5.0,5.4,6.83,0,0,1,0,0,0,0,1,0,77.3
7,10.9,25.5,21.8,1.4,2.3,6.9,1.74,1,6.2,5.8,8.2,0,0,0,0,1,0,0,0,1,64.5
1,3.1,10.6,22.4,2.3,1.1,4.1,1.62,4,6.5,9.4,3.9,0,0,0,1,0,0,0,1,0,67.4
17,10.3,27.9,17.0,0.4,3.7,10.4,1.02,7,4.9,5.2,10.0,1,0,0,0,0,0,1,0,0,73.8
12,14.9,35.7,14.4,2.5,3.6,7.4,0.4,4,6.7,6.3,7.82,1,0,0,0,0,0,0,0,1,82.5
19,6.9,22.7,23.8,2.7,9.9,10.2,0.75,9,4.8,5.8,6.54,0,0,0,1,0,0,0,1,0,82.9
1,12.2,24.5,24.4,3.3,1.0,2.0,3.91,2,5.6,5.1,8.71,1,0,0,0,0,0,0,0,1,46.1
11,8.8,22.5,24.7,4.7,7.9,7.6,2.39,3,3.1,4.2,9.38,0,0,0,0,1,0,0,0,1,49.6
19,17.4,45.2,19.2,0.3,8.3,6.7,4.08,1,5.6,4.8,7.29,0,0,1,0,0,0,0,1,0,82.1
14,2.8,8.2,32.8,1.2,5.0,7.5,3.42,10,2.6,5.9,6.49,0,1,0,0,0,0,0,1,0,56.9
9,3.5,12.6,27.3,2.2,6.1,8.2,0.1,3,3.5,3.8,10.0,0,1,0,0,0,0,1,0,0,57.0
19,20.2,48.2,10.0,4.6,4.7,6.8,0.1,7,3.6,5.8,8.19,0,0,1,0,0,0,0,0,1,82.1
6,0.0,0.0,27.4,3.3,13.6,9.9,0.1,6,2.4,5.8,6.56,0,0,0,1,0,0,0,1,0,46.9
18,11.9,25.7,22.4,2.5,6.6,6.3,1.07,9,3.3,4.3,9.3,0,0,1,0,0,0,0,0,1,69.0
17,5.1,14.7,33.7,1.6,3.4,7.3,3.59,8,4.6,2.4,10.0,0,1,0,0,0,0,1,0,0,56.5
2,21.3,50.8,11.7,0.5,4.7,6.0,4.23,2,5.1,3.6,10.0,0,0,0,0,0,1,1,0,0,51.6
4,23.8,53.2,11.0,2.0,7.3,7.4,3.54,10,4.0,4.0,9.53,0,0,0,0,0,1,0,0,1,62.1
20,10.5,30.2,10.0,1.9,3.9,6.5,2.12,1,3.8,6.9,9.01,0,0,1,0,0,0,1,0,0,74.0
4,19.9,47.8,14.7,4.4,3.7,6.8,0.1,1,6.7,3.4,10.0,0,0,1,0,0,0,1,0,0,72.5
6,5.6,12.9,25.2,1.4,8.9,8.1,1.71,1,4.0,4.6,9.08,1,0,0,0,0,0,0,0,1,47.4
15,0.0,0.0,34.1,0.6,14.4,12.1,3.28,2,3.9,3.9,7.96,0,0,0,1,0,0,0,1,0,56.5
1,12.8,33.5,25.7,0.7,6.8,8.0,3.34,2,4.4,3.2,10.0,1,0,0,0,0,0,0,0,1,44.2
2,12.7,27.0,26.6,1.8,5.6,6.7,2.46,10,4.9,1.8,10.0,1,0,0,0,0,0,1,0,0,45.6
20,8.9,20.8,31.5,4.0,1.9,5.7,1.48,7,6.7,5.4,6.84,1,0,0,0,0,0,0,1,0,81.5
7,12.1,31.2,17.5,4.6,6.1,8.3,0.86,1,4.3,4.1,10.0,0,0,1,0,0,0,1,0,0,66.0
14,10.2,30.0,27.6,3.0,8.8,11.8,0.1,10,5.2,4.4,7.6,0,0,0,0,1,0,0,1,0,77.4
8,15.9,45.4,20.6,4.0,8.4,7.4,0.1,3,3.5,4.8,7.29,0,0,0,0,1,0,0,1,0,82.9
14,8.9,16.9,35.0,9.0,6.5,7.5,0.1,1,5.7,3.4,8.32,0,1,0,0,0,0,0,1,0,75.6
11,14.4,27.9,17.4,0.7,6.6,7.7,3.36,9,5.0,4.9,8.85,0,0,1,0,0,0,0,0,1,54.8
19,4.6,11.3,32.5,3.3,1.0,5.6,1.38,10,3.7,3.5,10.0,1,0,0,0,0,0,1,0,0,65.5
11,12.2,28.9,20.2,6.3,5.9,7.7,0.1,7,5.6,3.4,10.0,1,0,0,0,0,0,1,0,0,77.9
20,10.1,30.2,20.3,2.7,2.2,3.9,0.4,1,4.9,4.8,10.0,0,0,0,0,1,0,1,0,0,67.1
1,15.2,38.8,24.4,1.4,9.1,8.1,2.05,4,3.0,2.3,10.0,0,0,0,0,1,0,0,0,1,53.9
18,5.6,12.4,32.9,0.2,4.8,3.7,4.25,2,5.8,3.7,9.75,1,0,0,0,0,0,0,0,1,68.0
8,19.8,53.3,16.1,0.6,6.6,4.5,2.78,10,4.0,5.4,6.85,1,0,0,0,0,0,0,1,0,72.2
12,12.1,25.7,33.1,4.2,5.2,8.8,1.46,6,5.4,3.4,8.32,1,0,0,0,0,0,0,1,0,74.6
13,7.1,20.5,19.1,3.2,6.7,7.5,2.64,4,4.5,6.3,7.82,1,0,0,0,0,0,0,0,1,55.1
13,6.1,16.2,28.3,1.5,7.3,8.8,2.74,9,3.8,2.6,10.0,0,1,0,0,0,0,1,0,0,62.3
12,6.4,11.4,26.7,0.4,3.4,9.5,4.66,7,7.0,5.4,8.49,0,0,0,0,0,1,0,0,1,64.6
6,10.9,34.3,23.6,0.7,5.7,7.2,3.6,7,5.9,5.9,6.46,0,0,0,0,1,0,0,1,0,75.4
10,16.2,37.0,20.9,2.5,3.0,8.1,3.17,1,4.7,3.0,10.0,0,0,1,0,0,0,1,0,0,60.9
9,6.5,13.3,28.6,1.0,21.5,14.6,1.98,4,1.0,1.0,10.0,0,0,0,1,0,0,1,0,0,46.1
7,15.3,34.0,18.3,3.2,4.3,10.3,3.06,4,6.6,3.5,10.0,0,0,1,0,0,0,1,0,0,64.1
10,4.4,9.7,32.8,0.8,4.7,8.7,4.43,1,5.2,5.5,6.76,0,1,0,0,0,0,0,1,0,56.2
10,8.4,16.9,34.6,1.8,22.3,12.2,0.1,10,2.3,1.0,10.0,0,0,0,1,0,0,0,1,0,49.8
4,3.9,5.0,38.7,0.8,3.4,7.0,1.27,4,4.8,4.5,7.51,0,1,0,0,0,0,0,1,0,50.2
19,17.6,40.7,17.0,6.9,1.0,7.4,0.1,7,6.0,5.6,8.34,0,0,0,0,0,1,0,0,1,99.4
19,2.8,13.3,34.2,1.0,4.9,5.8,0.1,2,4.5,2.5,10.0,1,0,0,0,0,0,1,0,0,61.3
15,4.5,7.6,30.6,4.8,3.3,7.9,0.1,5,4.5,6.4,6.1,0,0,1,0,0,0,0,1,0,70.0
10,3.0,14.5,25.8,0.4,12.2,12.6,4.4,7,4.5,5.8,6.56,0,0,0,1,0,0,0,1,0,55.4
17,7.2,21.9,18.6,3.2,4.1,7.2,2.23,7,5.2,7.0,7.29,0,0,0,0,1,0,0,0,1,74.3
15,3.7,16.9,25.8,0.5,1.1,4.4,3.49,7,7.6,6.8,7.44,1,0,0,0,0,0,0,0,1,73.7
14,12.7,31.8,18.5,0.6,5.0,8.5,0.29,1,4.3,3.9,10.0,0,0,1,0,0,0,1,0,0,76.0
17,1.2,0.0,27.3,2.5,10.7,12.9,0.1,10,2.6,4.7,9.0,0,1,0,0,0,0,0,0,1,64.6
3,20.6,62.3,18.7,0.4,9.2,9.2,2.39,9,5.3,3.9,7.96,0,0,1,0,0,0,0,1,0,72.7
15,20.7,48.5,12.5,6.5,9.8,8.3,0.1,1,4.6,2.2,10.0,1,0,0,0,0,0,1,0,0,82.6
11,15.9,43.8,19.1,3.6,3.2,7.2,0.1,3,3.8,3.4,10.0,0,0,1,0,0,0,1,0,0,76.4
10,22.1,56.4,11.0,1.4,7.7,8.4,3.37,9,5.9,5.8,6.55,0,0,1,0,0,0,0,1,0,97.6
5,18.0,36.2,20.3,1.0,2.8,5.9,1.72,10,5.0,5.7,6.62,0,0,1,0,0,0,0,1,0,67.4
17,2.5,8.2,28.3,5.9,10.5,11.6,0.1,3,2.9,4.2,9.38,0,0,0,0,1,0,0,0,1,56.6
10,3.5,12.8,23.7,1.0,18.1,14.9,2.46,9,4.2,4.7,7.37,0,0,0,1,0,0,0,1,0,56.9
7,13.1,30.3,23.0,4.6,8.3,11.2,0.27,3,4.3,3.4,9.96,1,0,0,0,0,0,0,0,1,61.5
19,3.9,15.3,28.6,2.6,5.4,10.4,0.19,8,6.6,5.0,8.77,0,1,0,0,0,0,0,0,1,84.0
1,0.4,3.3,29.8,2.4,11.3,12.1,0.1,4,4.8,2.6,10.0,0,0,0,1,0,0,1,0,0,43.5
5,22.9,58.7,15.4,0.9,3.2,8.5,3.66,3,6.6,2.6,10.0,0,0,1,0,0,0,1,0,0,82.7
11,19.8,49.5,18.9,0.5,2.2,5.0,3.92,10,6.4,4.3,9.3,0,0,0,0,0,1,0,0,1,68.8
18,12.4,25.8,13.0,0.0,9.9,6.0,3.58,9,4.9,4.2,10.0,1,0,0,0,0,0,1,0,0,71.8
8,12.0,26.0,25.6,1.4,6.4,8.4,3.85,4,4.6,2.0,10.0,1,0,0,0,0,0,1,0,0,52.8
11,16.0,42.2,16.9,0.7,4.0,3.0,1.49,7,6.2,6.8,5.81,0,0,1,0,0,0,0,1,0,84.6
7,10.3,20.7,18.5,0.8,6.5,9.9,3.06,2,5.8,7.2,5.52,1,0,0,0,0,0,0,1,0,70.6
20,11.1,18.6,26.3,1.7,2.5,5.5,0.42,1,6.3,6.0,6.39,0,0,0,0,0,1,0,1,0,90.3
7,22.1,48.3,10.0,4.0,6.2,5.9,1.62,8,5.3,3.4,10.0,0,0,1,0,0,0,1,0,0,80.4
9,21.2,50.9,13.7,2.8,4.7,2.4,0.91,8,3.7,6.1,6.33,0,0,1,0,0,0,0,1,0,81.6
19,6.6,9.8,29.9,3.2,14.0,10.9,0.1,6,4.2,3.4,8.33,0,0,0,1,0,0,0,1,0,73.9
10,11.3,27.8,12.0,1.6,8.8,14.1,1.38,9,5.5,6.5,7.68,0,0,0,0,1,0,0,0,1,76.7
2,11.0,23.6,26.6,2.7,6.3,8.7,3.25,2,6.7,2.0,10.0,1,0,0,0,0,0,1,0,0,52.5
4,9.0,17.0,28.8,3.2,7.1,11.5,3.52,4,4.7,1.8,10.0,0,0,0,0,1,0,1,0,0,52.3
14,14.1,42.2,15.5,1.0,5.4,9.2,3.19,10,5.8,7.2,5.5,0,0,1,0,0,0,0,1,0,82.9
5,4.0,15.6,19.2,1.8,13.7,11.9,3.02,3,3.2,3.8,10.0,0,0,0,1,0,0,1,0,0,40.9
5,0.5,7.6,30.8,1.4,10.0,8.4,2.37,5,4.2,4.2,9.38,0,0,0,1,0,0,0,0,1,42.7
18,8.5,15.0,27.8,1.7,6.1,10.8,4.06,1,6.1,5.4,6.84,0,0,0,0,1,0,0,1,0,68.7
10,12.7,30.4,17.0,1.7,1.0,5.5,3.02,9,5.3,6.8,7.44,0,0,0,0,0,1,0,0,1,67.4
10,17.7,41.9,19.3,0.9,6.9,7.3,5.36,2,4.8,5.0,7.13,0,0,1,0,0,0,0,1,0,57.9
18,15.6,38.1,19.0,0.6,2.4,5.9,4.37,8,5.4,6.8,5.82,0,0,1,0,0,0,0,1,0,89.1
4,23.2,59.9,13.8,1.7,4.9,7.8,1.14,8,5.8,4.0,9.51,0,0,1,0,0,0,0,0,1,75.6
17,8.1,23.2,26.0,1.4,1.1,5.9,0.63,4,6.8,4.2,10.0,0,0,1,0,0,0,1,0,0,80.2
9,6.4,18.0,27.3,0.1,16.7,16.5,2.43,7,4.8,1.9,10.0,0,0,0,1,0,0,0,0,1,57.8
12,19.0,46.3,12.6,1.8,1.5,7.4,0.15,3,6.6,6.2,7.89,0,0,1,0,0,0,0,0,1,89.7
7,8.3,16.5,27.5,1.7,8.0,9.3,0.87,5,5.3,5.1,7.08,0,0,0,1,0,0,0,1,0,70.9
8,13.6,23.5,24.0,1.1,3.2,8.3,4.52,8,4.6,4.3,9.3,0,0,0,0,1,0,0,0,1,47.1
4,19.0,46.2,19.1,2.4,7.2,6.6,0.59,1,4.6,3.2,10.0,0,0,0,0,0,1,0,0,1,65.8
4,11.6,29.4,19.1,1.1,3.9,9.5,3.34,4,5.7,4.4,10.0,0,0,0,0,1,0,1,0,0,50.8
4,2.1,0.0,28.4,5.2,11.8,11.3,0.1,9,4.2,3.9,9.59,0,1,0,0,0,0,0,0,1,45.1
12,6.2,17.1,23.9,2.6,5.0,9.4,3.09,3,5.6,5.7,8.26,0,1,0,0,0,0,0,0,1,68.3
12,9.2,31.2,24.3,4.2,7.2,8.9,2.21,7,3.8,4.3,9.29,0,0,1,0,0,0,0,0,1,57.0
16,12.9,34.1,10.0,1.8,8.2,10.5,1.07,2,4.6,8.2,4.77,0,0,0,0,0,1,0,1,0,84.5
18,7.8,15.7,27.3,1.3,7.2,10.2,3.48,7,6.4,5.4,6.84,1,0,0,0,0,0,0,1,0,78.1
5,4.8,11.3,33.6,0.5,9.5,7.1,2.53,7,5.0,2.5,10.0,0,0,0,0,1,0,0,0,1,46.9
13,8.6,17.9,18.9,2.8,18.6,14.8,0.1,7,2.6,3.0,10.0,0,0,0,1,0,0,0,0,1,69.8
15,3.9,7.8,37.6,0.3,9.6,10.7,3.27,4,3.0,1.7,10.0,0,0,0,1,0,0,0,0,1,47.1
11,7.3,17.0,29.3,4.3,4.2,6.2,0.83,3,6.7,5.8,6.55,1,0,0,0,0,0,0,1,0,80.8
11,7.9,13.9,21.0,2.5,12.0,11.3,4.0,5,2.9,4.3,9.3,1,0,0,0,0,0,0,0,1,38.7
8,15.8,49.2,10.0,0.4,7.8,10.3,2.28,2,5.2,7.6,5.22,0,0,0,0,0,1,0,1,0,83.5
2,21.5,59.1,10.0,1.6,5.0,8.9,2.43,6,4.9,3.9,10.0,0,0,0,0,0,1,1,0,0,68.4
18,4.1,21.7,26.4,1.4,2.9,5.8,2.18,2,6.6,6.2,7.9,1,0,0,0,0,0,0,0,1,83.2
3,19.2,50.0,16.5,2.1,8.1,12.4,4.34,7,2.1,2.0,10.0,0,0,1,0,0,0,1,0,0,46.5
11,14.6,43.8,17.2,3.1,4.1,8.7,0.1,6,5.2,5.5,8.4,0,0,1,0,0,0,0,0,1,83.7
18,22.9,61.2,14.7,0.8,4.6,10.1,3.43,8,3.6,5.5,6.78,0,0,1,0,0,0,0,1,0,78.4
15,14.1,37.8,21.6,6.4,10.8,7.8,0.1,5,4.8,4.4,7.59,1,0,0,0,0,0,0,1,0,87.4
3,11.2,19.5,15.2,3.6,7.4,8.4,0.1,8,2.9,7.6,5.23,0,0,0,0,1,0,0,1,0,55.8
19,9.5,15.9,22.6,5.4,2.4,4.3,0.1,4,5.3,4.4,10.0,1,0,0,0,0,0,1,0,0,70.1
4,6.5,13.2,25.1,1.7,3.2,6.0,0.65,8,5.5,5.8,8.19,0,0,1,0,0,0,0,0,1,60.3
9,14.8,34.0,22.5,1.6,6.8,8.7,1.82,10,3.9,2.0,10.0,0,0,0,0,0,1,1,0,0,43.9
16,2.0,0.0,27.5,0.6,11.2,10.4,0.84,2,2.2,2.8,10.0,0,1,0,0,0,0,1,0,0,56.3
12,11.8,23.3,21.2,0.9,6.9,10.3,3.98,9,4.4,6.0,6.39,1,0,0,0,0,0,0,1,0,60.3
3,0.1,2.3,38.0,0.8,4.9,5.6,0.1,2,3.5,3.8,9.68,0,1,0,0,0,0,0,0,1,51.1
5,14.2,37.5,11.5,3.9,9.0,9.4,0.68,8,5.7,4.3,10.0,1,0,0,0,0,0,1,0,0,66.9
19,5.8,18.0,29.4,1.0,10.4,6.4,0.98,8,3.6,3.1,10.0,0,0,0,1,0,0,0,0,1,64.0
6,13.6,36.0,22.6,1.5,1.8,6.9,4.37,10,6.2,5.0,8.78,1,0,0,0,0,0,0,0,1,66.1
11,11.4,24.4,30.5,0.5,6.8,10.5,2.47,3,5.6,1.0,10.0,0,0,0,0,0,1,1,0,0,68.3
5,9.1,22.8,33.1,0.6,9.7,8.7,3.86,8,2.3,3.0,8.61,1,0,0,0,0,0,0,1,0,50.0
17,21.2,46.0,19.3,1.4,9.0,10.6,4.34,6,5.7,2.1,10.0,0,0,1,0,0,0,0,0,1,70.2
6,6.2,16.0,23.8,5.8,7.2,11.2,1.31,8,4.1,5.2,8.63,0,0,1,0,0,0,0,0,1,52.8
16,8.9,7.8,33.8,2.0,5.0,8.1,1.46,4,5.2,2.6,10.0,1,0,0,0,0,0,0,0,1,49.3
13,13.7,33.2,26.2,1.3,1.1,6.2,2.75,6,7.5,2.8,10.0,0,0,1,0,0,0,1,0,0,74.7
18,13.3,27.3,28.2,1.5,1.0,2.3,0.57,10,4.4,5.4,6.85,0,0,0,0,0,1,0,1,0,73.1
6,7.2,19.5,23.8,4.5,6.0,13.2,0.28,2,5.2,6.8,5.82,0,0,0,1,0,0,0,1,0,70.2
13,18.8,44.6,14.7,1.6,3.0,9.8,0.92,10,5.8,6.9,5.74,0,0,1,0,0,0,0,1,0,92.6
11,2.4,6.5,29.5,3.1,8.7,11.4,1.98,9,3.5,5.9,6.49,0,1,0,0,0,0,0,1,0,53.3
7,11.1,13.9,26.2,1.3,8.2,10.9,1.8,2,2.7,3.1,10.0,1,0,0,0,0,0,0,0,1,39.0
8,21.1,63.2,10.1,2.0,9.3,10.6,2.77,8,4.5,2.9,10.0,0,0,0,0,0,1,1,0,0,62.4
7,18.8,49.3,10.0,4.0,4.3,3.3,3.55,8,4.7,4.7,10.0,0,0,1,0,0,0,1,0,0,65.2
14,4.4,8.4,32.1,1.2,2.0,4.2,1.17,2,5.8,3.4,10.0,0,1,0,0,0,0,1,0,0,67.3
6,7.2,7.5,27.3,9.5,5.0,8.1,0.1,4,5.4,6.1,6.32,0,1,0,0,0,0,0,1,0,61.1
7,5.7,6.6,26.4,0.4,1.7,7.9,4.24,1,5.9,6.0,8.03,0,1,0,0,0,0,0,0,1,54.7
18,1.2,3.5,27.8,1.7,5.6,8.3,3.07,6,4.5,5.8,8.18,0,1,0,0,0,0,0,0,1,55.6
8,10.6,25.0,24.3,1.4,1.0,5.3,0.1,3,5.1,5.5,8.4,1,0,0,0,0,0,0,0,1,72.0
7,8.6,17.5,27.2,1.7,2.8,7.7,3.63,6,4.2,3.4,10.0,1,0,0,0,0,0,1,0,0,50.0
